dba_name,address,zip,state
beatrix,519 n clark st,60654,il
beatrix,671 n st clair st,60611,il
beatrix,834 842 w fulton market,60607,il
beatrix coffee roasters,2558 w 16th st,60608,il
beatrix market,155 n wacker dr,60606,il
beatrix market,23 e jackson blvd bldg,60604,il
beaudevin wine bar,11601 w touhy ave,60666,il
beaumont,2020 n halsted st,60614,il
beck's,2201 n clybourn ave,60614,il
beef chief,9440 s lafayette ave,60620,il
beefy's,5749 s harlem ave,60638,il
beggar's pizza,10314 s halsted st,60628,il
beggar's pizza,310 s clinton st,60661,il
beggars pizza,1400 e 47th dr,60653,il
beggars pizza,5133 s cicero ave,60632,il
beggars pizza,8100 s stony island ave,60617,il
"beijing 88, inc",4640 s bishop,60609,il
beity,813 w fulton market,60607,il
bel ami restaurant,5530 n lincoln ave,60625,il
believe cafe,3901 w belmont ave,60618,il
bell heirs bbq inc,704 w 47th st,60609,il
bella luna cafe,731 n dearborn st,60610,il
bella notte,1374 w grand ave,60642,il
bellas fuentez,1725 w 47th st,60609,il
bellas restaurant,3911 w chicago ave,60651,il
belli's chicago,1850 s blue island ave,60608,il
belli's chicago,2401 n halsted st,60614,il
belli's chicago llc,648 n clark st,60654,il
bellona's,3447 w montrose ave,60618,il
bellona's pizza,3447 w montrose ave,60618,il
belmont donuts inc.,6200 w belmont ave,60634,il
"belmont tap, inc",6101 6103 w belmont ave,60634,il
ben & jerry's at navy pier,600 e grand ave,60611,il
ben's bar be cue,5931 w north ave,60639,il
ben's noodles & rice,1139 w bryn mawr ave,60660,il
benchmark bar & grill,1508 1510 n wells st,60610,il
"benchmark hospitality of chicago, llc",325 n la salle st bldg,60654,il
benihana,875 n michigan ave,60611,il
benjyehuda,10 s la salle st,60603,il
benjyehuda,145 n wells st,60606,il
benjyehuda,300 s wacker dr,60606,il
benjyehuda,500 w madison st,60661,il
benny thai,3021 w lawrence ave,60625,il
benny's burgers & hotdogs,3140 w 47th st,60632,il
benny's pizza,1244 w 18th st,60608,il
beograd cafe and restaurant,2933 2939 w irving park rd,60618,il
bereket,333 s franklin st,60606,il
berghoff cafe,11601 w touhy ave,60666,il
berghoff's,17 w adams st,60603,il
bernie's,3664 n clark st,60613,il
bernie's lunch  & supper,660 n orleans st,60654,il
best bar,2233 s wentworth ave,60616,il
best bbq,1648 w 115th st,60643,il
"best bbq house, inc",2002 s wentworth ave,60616,il
best gyros & philly,5952 w roosevelt rd,60644,il
best intentions,3281 w armitage ave,60647,il
best southside gyro,240 e 35th st,60616,il
best southtown gyros,240 e 35th st,60616,il
best sub,2653 w north ave,60647,il
best sub #2,2729 w division st,60622,il
best sub & tacos,5952 w roosevelt rd,60644,il
best sub incorporated,3156 w chicago ave,60622,il
best subs & pizza,5933 w north ave,60639,il
best sushi joon inc.,5501 5503 n lincoln ave,60625,il
best taste of chicago,749 s cicero ave,60644,il
bethel food llc,1139 w granville ave,60660,il
better boy,2114 n halsted st,60614,il
bettie lou's,5633 5635 n ashland ave,60660,il
betty's icecream,5840 s kedzie ave,60629,il
bi bi bop,24 e jackson blvd,60604,il
bia's cafe,4323 w addison st,60641,il
bia's cafeteria marianao ii,6401 w addison st,60634,il
bian,600 w chicago ave,60654,il
bianca's burgers,2525 w division st,60622,il
bibibop llc,3304 n western ave,60618,il
bibim town,5357 n broadway,60640,il
bielenberg historic pullman house foundation,605 e 111th st,60628,il
bien me sabe venezuelan arepa bar,29 e adams st,60603,il
bien me sabe venezuelan cafe & restaurant,1637 w montrose ave,60613,il
bien venido a la vida,5332 w diversey ave,60639,il
bienvenido a la vida,4052 w armitage ave,60639,il
bienvenido a la vida,4258 w armitage ave,60639,il
big,151 e wacker dr,60601,il
big & little's,860 n orleans st,60610,il
big & little's restaurant,1034 w belmont ave,60657,il
big & little's restaurant,3000 3004 w fullerton ave,60647,il
big & littles restaurant,1310 n milwaukee ave,60622,il
big 4's chop suey,5411 s harlem ave,60638,il
big al's restaurant,5333 s kedzie ave,60632,il
big bear,3334 n milwaukee ave,60641,il
big bite sushi,3811 n ashland ave,60613,il
big boss spicy fried chicken,2520 s halsted st,60608,il
big bowl,11601 w touhy ave,60666,il
big bowl,60 e ohio st,60611,il
big bowl  big city chicken,600 e grand ave,60611,il
big boy deli & grill inc.,1948 e 79th st,60649,il
big boy gyros,3541 n western ave,60618,il
"big chicks, inc.",5024 n sheridan rd,60640,il
big city chicken,5700 s cicero ave,60638,il
big g's pizza,3716 n clark st,60613,il
big gay sal's pizza,3445 n halsted st,60657,il
big hill cantina,3307 w bryn mawr ave,60659,il
big jones,5347 n clark st,60640,il
big league burgers,3732 3734 w irving park rd,60618,il
big mini putt club,3655 n halsted st,60613,il
big plate bbq,3355 n clark st,60657,il
"big rays grill, inc.",4653 s halsted st,60609,il
big shoulders cafe,213 w lake st,60606,il
big shoulders cofee,311 s wacker dr,60606,il
big shoulders coffee,1161 1165 w diversey pkwy,60614,il
big shoulders coffee,141 w jackson blvd,60604,il
big shoulders coffee,5700 s cicero ave,60638,il
big shoulders coffee,858 n state st,60610,il
big shrimpin,5963 w madison st,60644,il
big star,1531 n damen ave,60622,il
big star ii,3638 3640 n clark st,60613,il
big star mariscos,543 551 n ogden ave,60642,il
big star to go,1537 n damen ave,60622,il
big tony's,5611 w corcoran pl,60644,il
big tonys pizza 2,3732 w 59th st,60629,il
big wig,770 n la salle dr,60654,il
"big wig 0003, llc",2490 n milwaukee ave,60647,il
biggs at the bridge,6659 s cicero ave,60638,il
bigsuda ys llc,1362 n milwaukee ave,60622,il
bigying,2121 s china pl,60616,il
bije's,7455 w irving park rd,60634,il
bill's place restuarant,4359 w division st,60651,il
billings cafe,5815 s maryland ave,60637,il
billy goat,222 w merchandise mart plz,60654,il
billy goat iv inc,11601 w touhy ave,60666,il
"billy goat iv, inc.",5700 s cicero ave,60638,il
billy goat north ii inc.,700 e grand ave,60611,il
billy goat tavern & grill,3724 3726 n clark st,60613,il
billy goat tavern & grill,430 n michigan ave,60611,il
billy goat tavern & grill,60 e lake st,60601,il
billy sunday,3143 w logan blvd,60647,il
billys goat's,1535 w madison st,60607,il
bin 5700,5700 s cicero ave,60638,il
bina's place,2210 w touhy ave,60645,il
bingo tea,2150 s archer ave,60616,il
bird's nest,2500 n southport ave,60614,il
birdman ramen,212 e ohio st,60611,il
birdman ramen,800 w belmont ave,60657,il
birriera zaragoza,4800 n broadway,60640,il
birrieria  la tapatia,2861 w cermak rd,60623,il
birrieria apatzingan,4228 w 26th st,60623,il
birrieria de la torre mexican restaurant,6724 6726 s pulaski rd,60629,il
birrieria don luis,3544 e 106th st,60617,il
birrieria estilo jalisco inc.,2230 n western ave,60647,il
birrieria jalisco,2462 w 47th st,60632,il
birrieria ocotlan,8726 s commercial ave,60617,il
birrieria ocotlan inc,4007 e 106th st,60617,il
birrieria patino ocotlan,3813 w 26th st,60623,il
birrieria reyes de ocotlan,1322 w 18th st,60608,il
birrieria y taqueria el arandas,2025 w 47th st,60609,il
birrieria y taqueria hernandez llc,4107 w north ave,60639,il
birrieria y taqueria lopez,2705 w 59th st,60629,il
birrieria y taqueria napoles inc.,4959 n kedzie ave,60625,il
biryani corner llc,6418 n western ave,60645,il
bistec bar & grill,1523 n kingsbury st,60642,il
bistro 151 bar at 151,151 e wacker dr,60601,il
bistro 6050,6050 w irving park rd,60634,il
bistro 6050 asian latino express,6050 w irving park rd,60634,il
bistro ascione,1500 e 55th st,60615,il
bistro campagne,4518 n lincoln ave,60625,il
bistro manadnock,53 w jackson blvd,60604,il
bistronomic,838 840 n wabash ave,60611,il
bite,1039 n western ave,60622,il
bites,3313 n clark st,60657,il
bites asian tapas & sushi,3313 n clark st,60657,il
bitoy's sweet treats inc,5957 w chicago ave,60651,il
bitter pops,3357 3361 n lincoln ave,60657,il
bittersweet,2019 s laflin st,60608,il
bixi brewery,2515 2517 n milwaukee ave,60647,il
bj's market & bakery,1737 e 95th st,60617,il
bj's market and baking,1156 w 79th st,60620,il
black and caspien wine bistro,2908 n broadway,60657,il
black barrel wine and cheese,2831 n broadway,60657,il
black beetle bar & grill,2532 w chicago ave,60622,il
black dog gelato,1012 w lake st,60607,il
black dog gelato,859 n damen ave,60622,il
"black dog gelato, llc",2662 n sawyer ave,60647,il
black eagle club,1938 w irving park rd,60613,il
black hole,1942 w division st,60622,il
black sheep,2535 2537 w peterson ave,60659,il
blackstone hotel,636 s michigan ave,60605,il
blackthorn,11050 s spaulding ave,60655,il
blackwood bbq,211 w adams st,60606,il
blackwood bbq,222 w merchandise mart plz,60654,il
blackwood bbq,233 n michigan ave,60601,il
blackwood bbq,251 e huron st,60611,il
blackwood bbq,28 s clinton st,60661,il
blackwood bbq,305 307 w lake st,60606,il
blaze il store 1 llc.,953 w belmont ave,60657,il
blaze n grill,6400 6406 n milwaukee ave,60631,il
blaze pizza,227 e ontario st,60611,il
blaze pizza,24 s clinton st,60661,il
blaze pizza,511 s state st,60605,il
blaze pizza,6550 n sheridan rd,60626,il
blazed bakery chicago,2415 n milwaukee ave,60647,il
blind barber,948 w fulton market,60607,il
bliss bowls acai,115 n wabash ave,60602,il
bliss bowls inc,557 w diversey pkwy,60614,il
bloom,1559 n milwaukee ave,60622,il
bloomingdale's dept. store,900 n michigan ave,60611,il
bloop bloop,2205 w montrose ave,60618,il
blowfish contemporary sushi,1131 w bryn mawr ave,60660,il
blowfish contempory sushi,1130 w bryn mawr ave,60660,il
blu jade tincture tea and wellness bar,1807 w 95th st,60643,il
blue agave tequila bar & restaurant,579 w kinzie st,60654,il
blue bayou,3734 n southport ave,60613,il
blue bottle coffee,313 w wolf point plz,60606,il
blue bottle coffee,435 n michigan ave bldg suite 114,60611,il
blue crab & seafood market,5800 w north ave,60639,il
blue crab seafood market 2 inc,8618 s kedzie ave,60652,il
blue door farm stand,2010 n halsted st,60614,il
blue door farm stand too,711 w armitage ave,60614,il
blue door kitchen + garden,52 w elm st,60610,il
blue food co.,3288 n elston ave,60618,il
blue frog thai,2951 s archer ave,60608,il
blue line,1548 n damen ave,60622,il
blue moon cafe,2441 w peterson ave,60659,il
blue sky bakery & cafe,3720 n lincoln ave,60613,il
blue spot sushi corp.,131 n clinton st,60661,il
blue sushi sake grill,2351 n lincoln ave,60614,il
bluebird,2863 n clark st,60657,il
bluebird,3938 n central ave,60634,il
blvd chicago,817 819 w lake st,60607,il
boar's head cafe,125 s wacker dr,60606,il
boar's head cafe,210 w lake st,60606,il
boat drinks,1559 s lake shore dr,60605,il
bob o rino's,3435 n central ave,60634,il
bob o's hot dogs,8258 w irving park rd,60634,il
bob's pizza,1512 n la salle dr,60610,il
bob's pizza,1518 e harper ct,60615,il
bob's pizza,1659 w 21st st,60608,il
boba heaven,7955 s cicero ave,60652,il
boba heaven chicago inc.,2233 n lincoln ave,60614,il
boba plug's,3132 s morgan st,60608,il
bobby g's,6843 w archer ave,60638,il
bobijoa,1140 w 18th st,60608,il
bobngrill,921 w belmont ave,60657,il
bobo's italian beef,6161 n milwaukee ave,60646,il
boby g,5637 5639 w grand ave,60639,il
boca loca  cantina aville,1477 w winnemac ave,60640,il
boca loca taqueria,2009 n damen ave,60647,il
bocadillo market,2342 n clark st,60614,il
bodega sur,3755 n southport ave,60613,il
bodega taqueria y tequila,912 w randolph st,60607,il
bodega taqueria y tequila   rn,407 n clark st,60654,il
bodhi,1800 s jefferson st,60616,il
body energy club,1750 n clark st,60614,il
body energy club,2355 n lincoln ave,60614,il
body energy club   lincoln common,2355 n lincoln ave,60614,il
body energy club   lincoln park,1750 n clark st,60614,il
body energy club gold coast,900 n michigan ave,60611,il
body engery club   the loop,200 w monroe st,60606,il
boem,3910 3914 w montrose ave,60618,il
boeufhaus,1012 n western ave,60622,il
bojonos,4187 4189 n clarendon ave,60613,il
boka,1727 1729 n halsted st,60614,il
bokeh,4716 n kedzie ave,60625,il
boki's tea house llc,3244 w foster ave,60625,il
bolivar y lincoln venezuelan cafe,3349 n sheffield ave,60657,il
bombastic cafe,3732 n southport ave,60613,il
bombay wraps,122 n wells st,60606,il
bombay wraps,3149 1 2 n broadway,60657,il
bombay wraps,330 e ohio st,60611,il
bon appetit @ uber,433 w van buren st,60607,il
bon appetit creperie,131 n clinton st,60661,il
bon bon sandwiches,2333 w north ave,60647,il
bonboiak artisan chocolatier,4032 n milwaukee ave,60641,il
bonchon,1732 w division st,60622,il
bonchon,2163 s china pl,60616,il
bonci,161 n sangamon st,60607,il
bonci roman style pizzaria,1855 w diversey pkwy,60614,il
bonci roman style pizzaria,3151 n broadway,60657,il
bond coffee collective l3c,7555 n california ave,60645,il
bongiorno's italian deli & pizzeria,405 n wabash ave,60611,il
bongo room,5022 n clark st,60640,il
bonillas burger bite corp.,1500 w devon ave,60660,il
bonita's restaurant,1703 n pulaski rd,60639,il
bonivino's inc,109   111 w van buren st,60605,il
bonne sante health foods inc.,1512 e 53rd st,60615,il
bonni's pizza and subs,7009 w higgins ave,60656,il
bonus round cafe,3230 n clark st,60657,il
boom fried rice,356 s pulaski rd,60624,il
boonie foods llc,4337 n western ave,60618,il
bopngrill,6604 n sheridan rd,60626,il
boqueria,801 811 w fulton market,60607,il
bordeaux lounge by turquoise,2147 w roscoe st,60618,il
border taco,912 n western ave,60622,il
borinquen,3811 n western ave,60618,il
borinquen lounge,3811 n western ave,60618,il
boss bar,418 420 n clark st,60654,il
boston blackies of riverside,120 s riverside plz,60606,il
boston market #2520,3020 n ashland ave,60657,il
boston market #825,1424 e 53rd st,60615,il
botanical cafe llc,3740 n lincoln ave,60613,il
bottom lounge,1369 1375 w lake st,60607,il
boukarou lunch,5973 n clark st,60660,il
boulevard bistro,2753 n western ave,60647,il
boulevard sports lounge,2645 w north ave,60647,il
bounce sporting club chicago,324 326 w chicago ave,60654,il
bounmy grill,3207 n halsted st,60657,il
bourbon cafe',4768 n lincoln ave,60625,il
bourbon on division,2050 w division st,60622,il
bourbon street birds,2057 e 95th st,60617,il
bourgeois pig,736 738 w fullerton ave,60614,il
bowen's pizza,219 e 47th st,60653,il
bowl & sushi,1062 w taylor st,60607,il
box lunch cafe,906 s homan ave,60624,il
boxcar betty s,1856 w north ave,60622,il
boxcar betty's,500 w madison st,60661,il
bp,1955 w cermak rd,60608,il
bp fuel & mini mart,5600 5616 s western ave,60636,il
bq afroroot cuisine,4701 n kenmore ave,60640,il
bracket room,1311 1317 s halsted st,60607,il
brain food court,5700 s lake shore dr,60637,il
brando's,343 s dearborn st,60604,il
brandy's,5777 n milwaukee ave,60646,il
brandy's restaurant,6262 n harlem ave,60631,il
branko's restaurant,1118 w fullerton ave,60614,il
brasa roja express,4011 n elston ave,60618,il
brasa roja restaurant,3120 w montrose ave,60618,il
brasa roja restaurant,3556 n pulaski rd,60641,il
braseritos,4419 w fullerton ave,60639,il
brasero,1709 w chicago,60622,il
brasil legal,2161 n western ave,60647,il
brass heart,4662 n broadway,60640,il
brazilian bowl fresh grill,3200 w lawrence ave,60625,il
brazilian bowls,3204 n broadway,60657,il
breakfast & burger,3059 s pulaski rd,60623,il
breakfast house,1020 w lawrence ave,60640,il
breakfast house,3350 n harlem ave,60634,il
breakfast house,4725 w belmont ave,60641,il
breakfast house & coffee bar sheridan inc,3928 3932 n sheridan rd,60613,il
breakfast house restaurant,3001 n ashland ave,60657,il
breakfast house restaurant,3928 3932 n sheridan rd,60613,il
breakfast house restaurant inc.,1800 w grand ave,60622,il
"breakthrough, the bridge cafe",3219 w carroll ave,60624,il
bree's thai rice & noodle,5306 s central ave,60638,il
brehon pub,731 733 n wells st,60610,il
brett's kitchen,233 w superior st,60654,il
brew brew coffee lounge,3832 w diversey ave,60647,il
brewer coffee and custard,1008 w 79th st,60620,il
brgrbelly,5739 w irving park rd,60634,il
brick house bar and grill,3152 3154 w irving park rd,60618,il
brickhouse tavern,3647 n clark st,60613,il
bridgeport coffee house inc,3101 s morgan st,60608,il
bridgeport italian lemonade,4545 w division st,60651,il
brightwok kitchen,1 e erie st,60611,il
brightwok kitchen,21 e adams st,60603,il
brindille,534 n clark st,60654,il
briny swine smokehouse & oyster bar,2577 2579 n clark st,60614,il
brioche doree t 1,11601 w touhy ave,60666,il
brioche doree t 2,11601 w touhy ave,60666,il
brioche doree t 3,11601 w touhy ave,60666,il
bristol lounge john's liquor and deli,3084 3086 n milwaukee ave,60618,il
british airways,11601 w touhy ave,60666,il
brix catering & events,1731 w grand ave,60622,il
bro n laws bar b q llc,3820 w chicago ave,60651,il
broadway cafe,22 e adams st,60603,il
broadway cellars,5900 n broadway,60660,il
"broadway grill, inc.",4800 n broadway,60640,il
broadway pizza,3132 n broadway,60657,il
brobagel,1931 w north ave,60622,il
brodys house of cooked fish & chicken,7127 s state st,60619,il
broken barrel,2548 n southport ave,60614,il
broken english taco pub,75 e lake st,60601,il
broken english taco pub   lincoln park,2574 2580 n lincoln ave,60614,il
broken english taco pub old town,1400 n wells st,60610,il
bronx pizza & wings,1948 n kimball ave,60647,il
bronzeville hoagie & panini,238 e 35 st,60616,il
bronzeville soul,4655 s dr martin luther king jr dr,60653,il
